borough,cuisine,grades,name,restaurant_id,building,street,zipcode
Manhattan,American ,10.75,Three Guy'S Restaurant,40370463,960,Madison Avenue,10021.0
Manhattan,Italian,11.0,Cucina Vivolo,40370497,138140,East   74 Street,10021.0
Manhattan,American ,17.0,The Players Club,40370507,16,Gramercy Park South,10003.0
Queens,American ,9.6,Divers Cove,40370519,2901,Francis Lewis Boulevard,11358.0
Queens,American ,11.8,Tjk Cafe & Restaurant,40370638,24904,Horace Harding Boulevard,11362.0
Manhattan,Spanish,23.5,Cafe Espanol,40370759,172,Bleecker Street,10012.0
Manhattan,American ,9.0,Smith & Wollensky,40370766,201,East   49 Street,10017.0
Queens,Hamburgers,13.5,Mcdonald'S,40370781,16011,Willets Point Boulevard,11357.0
Manhattan,American ,6.2,Olive Tree Cafe & Comedy Cellar,40370856,117,Mac Dougal Street,10012.0
Staten Island,American ,10.666666666666666,Perkins Family Restaurant & Bakery,40370910,1745,Forest Avenue,10303.0
Queens,Hamburgers,15.6,Burger King,40370916,25810,Hillside Avenue,11004.0
Brooklyn,Hamburgers,9.25,Burger King,40370917,9006,Church Avenue,11236.0
Manhattan,Japanese,10.2,Tokubei 86,40370935,314,East   86 Street,10028.0
Queens,Italian,11.8,Manducatis,40370939,1327,Jackson Avenue,11101.0
Queens,American ,14.833333333333334,Sizzler,40370946,10027,Metropolitan Ave,11375.0
Brooklyn,Italian,12.4,Mama Lucia,40370994,1701,Foster Avenue,11230.0
Manhattan,American ,11.4,Coliseum Bar Restaurant,40371281,312,West   58 Street,10019.0
Manhattan,Pizza,6.25,Mariella Pizza,40371313,180,3 Avenue,10003.0
Queens,Pizza,12.666666666666666,Vinny'S Pizza,40371323,19901,32 Avenue,11358.0
Brooklyn,Jewish/Kosher,24.166666666666668,Kosher Delight,40371419,1223,Avenue J,11230.0
Manhattan,American ,7.75,West Bank Cafe,40371454,407,West   42 Street,10036.0
Manhattan,American ,10.6,The Four Seasons,40371588,99,East   52 Street,10022.0
Queens,French,12.0,La Baraka Restaurant,40371614,255-09,Northern Boulevard,11362.0
Brooklyn,Jewish/Kosher,10.2,Dairy Luncheonette,40371684,4801,16 Avenue,11204.0
Manhattan,American ,6.8,Zafi'S Luncheonette,40371718,500,Grand Street,10002.0
Brooklyn,Italian,13.75,La Palina Restaurant,40371727,159,Avenue O,11204.0
Staten Island,American ,16.25,Schaffer'S Tavern,40371771,2055,Victory Boulevard,10314.0
Manhattan,American ,11.75,Ty'S,40371805,114,Christopher Street,10014.0
Queens,Italian,8.5,Aunt Bella'S Rest Of Little Neck,40371807,4619,Marathon Parkway,11362.0
Brooklyn,American ,14.5,Mariner Inn,40371906,3501,Avenue S,11234.0
Queens,American ,16.333333333333332,North Shore Diner,40371988,19652,Northern Blvd,11358.0
Staten Island,American ,9.666666666666666,Exclusive Catering,40372016,275,Martling Ave,10314.0
Brooklyn,American ,10.4,Green House Cafe,40372112,7717,Third Avenue,11209.0
Bronx,Hamburgers,10.8,Mcdonald'S,40372196,3660,East Tremont Avenue,10465.0
Queens,American ,8.75,Water Front Crab House,40372258,203,Borden Avenue,11101.0
Manhattan,French,10.666666666666666,La Ripaille Restaurant,40372262,605,Hudson Street,10014.0
Staten Island,Italian,15.0,Marina Cafe,40372357,154,Mansion Ave,10308.0
Manhattan,Italian,10.833333333333334,Don Filippo Restaurant,40372417,1133,Lexington Avenue,10075.0
Queens,Hamburgers,8.0,Burger King,40372422,92-83,Queens Boulevard,11374.0
Queens,Italian,15.25,Dazies Restaurant,40372426,3941,Queens Boulevard,11104.0
Queens,Italian,12.25,Triestes Restaurant,40372433,7316,Northern Boulevard,11372.0
Queens,Greek,12.333333333333334,Omonia Cafe,40372445,3220,Broadway,11106.0
Manhattan,American ,33.666666666666664,Murals On 54/Randolphs'S,40372466,65,West   54 Street,10019.0
Brooklyn,American ,7.25,Veterans Of Foreign Wars Post #107 Canteen,40372485,2414,Gerritsen Avenue,11229.0
Manhattan,Pizza,8.0,Caruso Pizza #2,40372523,1,Penn Plaza,10001.0
Brooklyn,Bakery,8.75,Tropical House Baking Co.,40372596,267,Schenectady Avenue,11213.0
Queens,Hamburgers,9.166666666666666,Burger King,40372618,154-05,Rockaway Boulevard,11434.0
Bronx,Pizza,9.714285714285714,Yankee Jz Pizza,40372631,1599,Westchester Avenue,10472.0
Queens,Italian,11.2,Clinton Restaurant,40372694,917,Clintonville Street,11357.0
Manhattan,Japanese,11.333333333333334,Shabu-Shabu 70 Restaurant,40372787,314,East   70 Street,10021.0
Staten Island,Chinese,11.0,Chen'S Chinese,40372831,1434,Richmond Road,10304.0
Manhattan,American ,13.333333333333334,The Greek Corner,40372944,322,7 Avenue,10001.0
Manhattan,American ,7.333333333333333,Racquet & Tennis Club,40372971,370,Park Avenue,10022.0
Brooklyn,Mexican,13.75,Casa Pepe,40372999,114,Bayridge Avenue,11220.0
Manhattan,American ,7.75,Astro Restaurant,40373113,101,West 55 Street,10019.0
Staten Island,American ,15.0,Golden Dove Diner,40373118,3281,Richmond Avenue,10312.0
Manhattan,Italian,20.25,Caffe Dante,40373149,79,Mac Dougal Street,10012.0
Brooklyn,Pizza/Italian,7.0,Korner Pizzeria,40373160,226,Church Avenue,11218.0
Brooklyn,American ,9.4,Henry'S End,40373272,44,Henry Street,11201.0
Manhattan,Japanese,15.6,Souen Restaurant,40373318,210,6 Avenue,10014.0
Manhattan,Italian,7.8,Villa Berulia,40373462,107,East   34 Street,10016.0
Manhattan,"Latin (Cuban, Dominican, Puerto Rican, South & Central American)",9.25,Victor'S Cafe,40373500,236,West   52 Street,10019.0
Brooklyn,Pizza/Italian,12.5,Petes Pizzeria & Restaurant,40373597,7522,3 Avenue,11209.0
Manhattan,Steak,13.5,Keens Steakhouse,40373656,72,West   36 Street,10018.0
Manhattan,American ,9.333333333333334,Bar 515,40373669,515,3 Avenue,10016.0
Queens,Irish,7.75,Ready Penny Inn,40373794,3707,73 Street,11372.0
Manhattan,Italian,10.0,Il Mulino,40373888,86,West    3 Street,10012.0
Manhattan,Italian,12.5,Felidia Restaurant,40373889,243,East   58 Street,10022.0
Brooklyn,Hamburgers,10.2,Mcdonald'S,40373909,5804,Clarendon Road,11203.0
Manhattan,Armenian,9.2,The Malt House,40373912,206,Thompson Street,10012.0
Manhattan,Chinese,11.4,Shun Lee,40373937,37,West 65 Street,10023.0
Bronx,Pancakes/Waffles,11.0,Ihop,40373938,5655,Broadway,10463.0
Brooklyn,American ,10.666666666666666,Bridgeview Diner,40373948,9011,Third Avenue,11209.0
Queens,American ,12.166666666666666,Burke'S Pub,40373984,69-47,Grand Avenue,11378.0
Queens,American ,8.75,Hill Tap Tavern,40374015,8303,Grand Avenue,11373.0
Manhattan,Thai,11.166666666666666,Pongsri Thai Restaurant,40374088,244,West   48 Street,10036.0
Manhattan,Pizza/Italian,13.833333333333334,Primavera Pizza & Pasta,40374131,1005,2 Avenue,10022.0
Bronx,Seafood,11.0,Tony'S Pier Restaurant,40374136,1,City Island Ave,10464.0
Manhattan,Italian,8.6,Elio'S,40374192,1621,Second Avenue,10028.0
Bronx,American ,16.666666666666668,Quality Cafe & Restaurant,40374259,2942,Westchester Avenue,10461.0
Manhattan,American ,14.4,Kasteli Ii,40374266,372,8 Avenue,10001.0
Brooklyn,Pizza,30.8,Victoria Pizza,40374268,2716,Gerritsen Avenue,11229.0
Manhattan,Irish,10.833333333333334,Molly Wee Pub,40374277,402,8 Avenue,10001.0
Manhattan,French,13.8,La Mediterranee Restaurant,40374325,947,2 Avenue,10022.0
Brooklyn,Italian,8.666666666666666,El Caribe,40374395,5945,Strickland Avenue,11234.0
Manhattan,Japanese,13.2,Omen Japanese Cuisine,40374415,113,Thompson Street,10012.0
Queens,Hamburgers,9.75,Mcdonald'S,40374460,72-69,Kissena Boulevard,11367.0
Brooklyn,Hamburgers,8.666666666666666,Mcdonald'S,40374507,82,Court Street,11201.0
Manhattan,Italian,9.333333333333334,Bar Vetro,40374559,222,East   58 Street,10022.0
Manhattan,Irish,7.5,Rosie O'Grady Restaurant,40374711,800,7 Avenue,10019.0
Queens,American ,11.4,Europa Go-Go Dancing,40374814,9402,Sutphin Boulevard,11435.0
Manhattan,Italian,11.666666666666666,Casa Bella,40374834,127,Mulberry Street,10013.0
Manhattan,American ,9.0,Raccoon Lodge,40374968,59,Warren Street,10007.0
Manhattan,French,13.5,Chez Napolean,40374974,365,West 50 Street,10019.0
Brooklyn,American ,9.75,Turkey'S Nest Tavern,40375108,94,Bedford Avenue,11249.0
Bronx,Chinese/Cuban,9.0,Sabrosura Restaurant,40375136,1200,Castle Hill Avenue,10462.0
Queens,Pizza,10.75,La Villa De Pizza & Restaurant,40375286,82-07,153 Avenue,11414.0
Queens,Pizza/Italian,11.0,Ozone Pizzeria,40375369,96-15,Liberty Avenue,11417.0
Queens,Italian,9.833333333333334,Ponticello Restaurant,40375371,46-11,Broadway,11103.0
Manhattan,Indian,15.833333333333334,Agra Restaurant,40375376,807,Lexington Avenue,10065.0
Manhattan,American ,9.333333333333334,Lindy'S,40375521,825,7 Avenue,10019.0
Manhattan,Italian,16.0,Arturo'S,40375616,1617,York Avenue,10028.0
Manhattan,American ,13.25,Paris Blues,40375634,2021,7 Avenue,10027.0
Manhattan,Italian,14.0,Gene'S Resturant,40375699,73,West   11 Street,10011.0
Brooklyn,Italian,10.428571428571429,Maria Ristorante,40375819,3073,Emmons Avenue,11235.0
Manhattan,American ,10.4,Cozy Soup & Burger,40375839,739,Broadway,10003.0
Queens,Pizza,9.0,Neron'S Pizza,40375899,21532,Hillside Avenue,11427.0
Brooklyn,Italian,6.75,Villa Fiorita,40375929,7720,18 Avenue,11214.0
Brooklyn,American ,10.166666666666666,Vegas Diner,40375972,1619,86 Street,11214.0
Queens,American ,10.25,Moms Luncheonette,40376029,10102,103 Avenue,11417.0
Manhattan,American ,12.833333333333334,Candle Bar,40376031,309,Amsterdam Avenue,10023.0
Manhattan,Jewish/Kosher,11.2,Tevere 84,40376039,155,East   84 Street,10028.0
Manhattan,"Ice Cream, Gelato, Yogurt, Ices",9.666666666666666,Haagen-Dazs,40376067,1,Penn Plaza,10001.0
Queens,Greek,12.4,Fontana Famous Pizza & Gyro,40376077,20002,Northern Boulevard,11361.0
Manhattan,Chinese,11.0,Charlie'S Mom Chinese Restaurant,40376121,464,6 Avenue,10011.0
Manhattan,Italian,9.2,Lusardi'S Restaurant,40376142,1494,Second Avenue,10075.0
Queens,Italian,14.0,Portofino,40376204,10932,Ascan Avenue,11375.0
Staten Island,American ,10.8,King'S Arms Restaurant,40376290,500,Forest Avenue,10310.0
Manhattan,American ,14.6,Blue Note Jazz,40376352,131,West 3 Street,10012.0
Manhattan,Seafood,13.666666666666666,The Water Club,40376493,500,East   30 Street,10016.0
Brooklyn,Italian,13.5,Marco Polo Ristorante,40376495,345,Court Street,11231.0
Manhattan,American ,10.2,Manhattan Monster,40376496,80,Grove Street,10014.0
Manhattan,American ,10.4,American Museum Of Natural History Food Court,40376515,,W 79 Street,10024.0
Staten Island,American ,10.0,War Memorial Ice Skating Rink,40376583,0,Memorial Ice Skating,10314.0
Brooklyn,Mediterranean,14.2,Tripoli Restaurant,40376635,156,Atlantic Avenue,11201.0
Manhattan,French,14.2,Chez Jaqueline,40376687,72,Mac Dougal Street,10012.0
Manhattan,Delicatessen,14.0,Pj Bernstein Deli & Restaurant,40376718,1215,Third Avenue,10021.0
Manhattan,Irish,10.2,Pj Carney'S,40376735,906,7 Avenue,10019.0
Queens,American ,21.5,Water'S Edge Club,40376933,401,44 Drive Foot E.River,11101.0
Manhattan,Japanese,22.0,Tomoe Sushi,40376944,172,Thompson Street,10012.0
Manhattan,American ,9.0,Amsterdam Restaurant & Tapas Lounge,40377111,1207,Amsterdam Avenue,10027.0
Bronx,Seafood,11.6,Jp'S Waterside Restaurant,40377124,703,Minnieford Ave,10464.0
Queens,Irish,8.75,Rogers Irish Tavern,40377164,203,Beach  116 Street,11694.0
Bronx,Pizza/Italian,18.0,John & Joe Pizzeria & Restaurant,40377243,749,Lydig Avenue,10462.0
Staten Island,Pizza/Italian,8.25,Sunset Pizzeria,40377262,645,Rossville Avenue,10309.0
Queens,Hamburgers,6.0,Mcdonald'S,40377294,7002,Copper Avenue,11385.0
Manhattan,American ,10.0,Utopia Restaurant,40377299,267,Amsterdam Avenue,10023.0
Manhattan,American ,9.0,Jackson Hole,40377325,521,Third Avenue,10016.0
Queens,Italian,8.6,Napoli Pizza,40377385,16402,69 Avenue,11365.0
Brooklyn,Pizza/Italian,17.666666666666668,Vesuvio Restaurant & Pizza,40377506,7303,3 Avenue,11209.0
Queens,Caribbean,16.166666666666668,Western Bakery,40377560,228-13,Merrick Boulevard,11413.0
Manhattan,American ,13.142857142857142,Johns Cafe & Resturant,40377630,823,Second Avenue,10017.0
Manhattan,Greek,6.6,Karavas Place,40377698,162,West    4 Street,10014.0
Manhattan,French,7.8,Cafe Luxembourg,40377789,200,West   70 Street,10023.0
Queens,American ,13.0,Windjammers Bar,40377908,552,Grandview Avenue,11385.0
Queens,Donuts,16.4,Dunkin' Donuts/Baskin' Robbins,40378035,153-67,Horace Harding Expressway,11367.0
Manhattan,American ,16.6,Broadway Restaurant,40378136,2664,Broadway,10025.0
Queens,Japanese,10.0,Narita Japanese Restaurant,40378190,107-08,70 Road,11375.0
Manhattan,Mexican,11.2,Cuchifrito,40378212,168,East  116 Street,10029.0
Manhattan,Mexican,19.0,Mary Ann'S,40378272,116,8 Avenue,10011.0
Brooklyn,Italian,12.75,Red Rose,40378328,315,Smith Street,11231.0
Bronx,Pizza,19.428571428571427,Tony'S Pizza,40378347,1014,Longwood Avenue,10459.0
Brooklyn,Italian,15.333333333333334,Fiorentino Ristorante,40378383,313,Avenue U,11223.0
Queens,American ,8.25,Port O' Calls,40378534,9310,Woodhaven Boulevard,11421.0
Manhattan,Italian,5.75,Il Cantinori Restauraunt,40378571,32,East   10 Street,10003.0
Manhattan,American ,10.833333333333334,Andrews Coffee Shop,40378579,463,7 Avenue,10018.0
Queens,American ,13.0,Mike'S Pub,40378585,7919,Jamaica Avenue,11421.0
Queens,American ,10.666666666666666,The Clubhouse,40378719,6121,Fresh Pond Road,11379.0
Manhattan,Korean,17.333333333333332,Kang Suh Korean Restaurant,40378729,1250,Broadway,10001.0
Queens,American ,14.0,Fame Diner,40378774,6967,Grand Avenue,11378.0
Brooklyn,American ,11.0,Knights Of Baron Dekalb,40378796,3000,Emmons Avenue,11235.0
Staten Island,American ,12.75,Union Hall,40378822,502,Henderson Avenue,10310.0
Brooklyn,Jewish/Kosher,18.0,Kosher Hut Of Brooklyn,40378827,709,Kings Highway,11223.0
Manhattan,American ,9.25,Terra Blues,40378874,149,Bleeker Street,10012.0
Manhattan,Pizza,11.25,Caesar'S Palace,40378970,493,Amsterdam Avenue,10024.0
Queens,"Latin (Cuban, Dominican, Puerto Rican, South & Central American)",11.4,Flamingo,40379026,85-12,Roosevelt Avenue,11372.0
Manhattan,Italian,24.5,Monte'S,40379149,97,Macdougal Street,10012.0
Manhattan,American ,9.2,Gotham Bar & Grill,40379304,12,East   12 Street,10003.0
Manhattan,Irish,15.833333333333334,Mcaleer'S Pub,40379355,425,Amsterdam Avenue,10024.0
Queens,Seafood,8.2,London Lennies,40379566,6388,Woodhaven Boulevard,11374.0
Bronx,Donuts,10.666666666666666,Dunkin' Donuts,40379573,4090,Boston Post Road,10475.0
Manhattan,American ,9.666666666666666,Cooper Town Diner,40379580,339,1 Avenue,10003.0
Manhattan,American ,8.8,Delmonico'S Kitchen,40379620,207,West   36 Street,10018.0
Manhattan,Japanese,13.285714285714286,Hasaki Restaurant,40379628,210,East 9 Th Street,10003.0
Manhattan,American ,9.333333333333334,Imperial Coffee House,40379647,108,Chambers Street,10007.0
Manhattan,Italian,13.333333333333334,Mezzaluna,40379662,1295,Third Avenue,10021.0
Manhattan,Japanese,9.5,Restuarant Nippon,40379746,155,East   52 Street,10022.0
Manhattan,American ,17.25,O'Hara'S,40379890,120,Cedar Street,10006.0
Bronx,Irish,8.0,Aqueduct North,40379894,4277,Katonah Ave,10470.0
Manhattan,Hamburgers,8.333333333333334,Mcdonald'S,40379897,1560,Broadway,10036.0
Manhattan,American ,11.714285714285714,E.A.T. Cafe,40379920,1064,Madison Avenue,10028.0
Queens,American ,16.4,Yankee Clipper,40379994,0,Laguardia Airport Bldg,11371.0
Brooklyn,American ,14.166666666666666,Rex Manor,40380044,1100,60 Street,11219.0
Bronx,Spanish,11.0,Cuchifritos,40380164,158,E. 188 Th St,10468.0
Manhattan,American ,10.75,Club 101,40380182,101,Park Avenue,10017.0
Bronx,American ,12.0,Riverdale Diner,40380253,3657,Kingsbridge Avenue,10463.0
Queens,Pizza,10.5,Carlos Pizza,40380422,7402,Metropolitan Avenue,11379.0
Manhattan,American ,11.4,The Bitter End,40380432,147,Bleecker Street,10012.0
Manhattan,Mexican,7.333333333333333,Arriba Arriba,40380457,762,9 Avenue,10019.0
Brooklyn,Japanese,10.25,Geido Restaurant,40380464,331,Flatbush Avenue,11217.0
Manhattan,American ,11.0,Barney Greengrass,40380517,541,Amsterdam Avenue,10024.0
Manhattan,French,12.2,Petrossian Restauraunt,40380518,182,West 58 Th Street,10019.0
Queens,Indian,9.25,Annam Braham Restaurant,40380520,8443,164 Street,11432.0
Manhattan,American ,11.0,Supernova-Novotel Hotel,40380559,226,West 52 Nd Street,10019.0
Brooklyn,"Bottled beverages, including water, sodas, juices, etc.",10.4,Montero Bar & Grill,40380592,73,Atlantic Avenue,11201.0
Queens,Pizza/Italian,11.0,Pisa Pizzeria,40380628,65-68,Myrtle Avenue,11385.0
Manhattan,Italian,11.0,Porto Bello Restaurant,40380648,208,Thompson Street,10012.0
Brooklyn,Seafood,17.666666666666668,Pete'S Clam Stop,40380657,1320,Surf Avenue,11224.0
Manhattan,Tex-Mex,7.6,Burrito Loco,40380660,166,West    4 Street,10014.0
Manhattan,American ,9.333333333333334,Fit Cafeteria (Building A),40380826,227,West   27 Street,10001.0
Brooklyn,Pizza,9.4,Smiling Pizza,40380996,323,7 Avenue,11215.0
Queens,American ,10.8,Riverhead Gentlemen'S Club,40381083,45-08,Vernon Boulevard,11101.0
Manhattan,Greek,15.666666666666666,Symposium Greek Restaurant,40381210,544,West  113 Street,10025.0
Manhattan,Indian,24.142857142857142,Gandhi,40381295,345,East 6 Street,10003.0
Brooklyn,Pizza/Italian,11.8,Nina'S Restaurant Pizzeria,40381344,635,Meeker Avenue,11222.0
Manhattan,Japanese,21.6,Village Yokocho,40381420,6,Stuyvesant Street,10003.0
Brooklyn,American ,11.0,Clark'S Restaurant,40381551,80,Clark Street,11201.0
Manhattan,Italian,10.333333333333334,Pietros,40381595,232,East   43 Street,10017.0
Manhattan,Caribbean,16.0,Miss Lily'S 7A,40381720,109,Avenue A,10009.0
Manhattan,American ,10.0,Noho Star Restaurant,40381752,330,Lafayette Street,10012.0
Manhattan,Mexican,10.6,Rosa Mexicano,40381797,1063,First Avenue,10022.0
Staten Island,American ,12.6,Duffy'S,40381811,650,Forest Avenue,10310.0
Queens,Italian,15.0,Uno Chicago Grill,40381896,107-16,70 Road,11375.0
Staten Island,American ,12.666666666666666,Latourette Golf Course,40382052,1001,Richmond Hill Road,10306.0
Brooklyn,American ,16.0,Dyker Beach Golf (Grill Room),40382057,1020,86Th Street,11228.0
Brooklyn,Caribbean,13.2,Glenda'S Restaurant,40382147,854,St Johns Place,11216.0
Brooklyn,American ,8.4,My Father'S Place,40382246,1861,Cropsey Avenue,11214.0
Brooklyn,Tex-Mex,12.6,Santa Fe Grill & Bar,40382302,62,7 Avenue,11217.0
Manhattan,American ,9.0,Sidewalk Bar & Restaurant,40382367,94,Avenue A,10009.0
Manhattan,American ,10.5,Coogan'S,40382395,4015,Broadway,10032.0
Brooklyn,Hamburgers,4.8,Mcdonald'S,40382421,968,4 Avenue,11232.0
Manhattan,Café/Coffee/Tea,10.0,Caffe Vivaldi,40382455,32,Jones Street,10014.0
Bronx,American ,11.166666666666666,Castlehill Diner,40382517,1506,Bronxdale Avenue,10462.0
Bronx,Pizza,8.0,Tommy'S Pizza,40382652,4033,East Tremont Avenue,10465.0
Manhattan,American ,10.0,Regency Hotel,40382679,540,Park Avenue,10065.0
Manhattan,American ,8.5,Parnell'S Pub,40382802,350,East   53 Street,10022.0
Brooklyn,"Latin (Cuban, Dominican, Puerto Rican, South & Central American)",13.2,La Fe Restaurant,40382876,941,4 Avenue,11232.0
Manhattan,Chinese,13.6,Ocean Dragon Restaurant,40382877,877,10 Avenue,10019.0
Bronx,Chicken,15.285714285714286,Mom'S Fried Chicken,40382900,253,East  167 Street,10456.0
Queens,American ,10.5,Cobblestone Pub,40383003,117-18,Queens Boulevard,11375.0
Manhattan,Italian,22.0,Cha Cha'S Backyard Garden Bar & Cafe,40383009,113,Mulberry Street,10013.0
Brooklyn,American ,10.666666666666666,O'Sullivan'S Pub,40383033,8902,3 Avenue,11209.0
Manhattan,American ,11.666666666666666,Spring St. Natural Restaurant,40383040,62,Spring Street,10012.0
Brooklyn,Pizza,9.8,Pizza Wagon,40383044,8606,5 Avenue,11209.0
Manhattan,Russian,20.25,Russian Turkish Baths,40383067,268,East   10 Street,10009.0
Manhattan,Tex-Mex,9.25,Tortilla Flats,40383090,767,Washington Street,10014.0
Queens,Italian,12.6,Il Toscano Ristorante,40383147,42-05,235 Street,11363.0
Queens,Seafood,11.5,Pier 25A Restaurant,40383151,21516,Northern Boulevard,11361.0
Manhattan,Italian,10.75,Sistina Restaurant,40383262,1555,2 Avenue,10028.0
Queens,Pizza,9.333333333333334,Gaby'S Pizza,40383281,20423,Hillside Avenue,11423.0
Queens,Italian,8.75,Verdi Restaurant,40383284,149-58,Cross Island Parkway,11357.0
Manhattan,American ,10.0,Cornelia Street Cafe,40383354,29,Cornelia Street,10014.0
Manhattan,French,11.2,Le Bernardin,40383464,155,West   51 Street,10019.0
Manhattan,Pizza,10.4,The Grotto,40383496,69,New Street,10004.0
Brooklyn,Pizza/Italian,8.5,Tony'S Pizzeria,40383506,1412,St Johns Place,11213.0
Manhattan,American ,13.25,Brandy'S Piano Bar,40383511,235,East   84 Street,10028.0
