borough,cuisine,grades,name,restaurant_id,building,street,zipcode
Queens,Korean,15.4,Geo Si Gi,41232877,152-28,Northern Boulevard,11354.0
Manhattan,Continental,10.25,Metropolitan Club,41232890,1,East   60 Street,10022.0
Queens,Chinese,11.285714285714286,Shanghai Restaurant,41232906,9537,Sutphin Boulevard,11435.0
Bronx,"Latin (Cuban, Dominican, Puerto Rican, South & Central American)",13.4,La Cabana Salvadorena,41233053,3150,Villa Avenue,10468.0
Manhattan,American ,9.75,Flavors,41233156,27,Whitehall Street,10004.0
Manhattan,American ,9.333333333333334,Alice'S Int'L Cafe,41233277,420,West  118 Street,10027.0
Brooklyn,"Latin (Cuban, Dominican, Puerto Rican, South & Central American)",10.0,556 El Cafe International,41233392,556,Wortman Avenue,11208.0
Queens,Korean,29.142857142857142,Korean Bbq Restaurant,41233430,15401,Northern Boulevard,11354.0
Manhattan,American ,6.6,Shiraz Nyc,41233447,226,East   83 Street,10028.0
Bronx,Mexican,8.0,Tequila Song,41233473,2856,Webster Avenue,10458.0
Manhattan,Spanish,12.6,Boqueria,41233476,53,West 19 Street,10011.0
Manhattan,Indian,10.666666666666666,Alachi Masala Indian Restaurant,41233598,488,Amsterdam Avenue,10024.0
Bronx,Sandwiches,7.0,Panera Bread,41233787,340,Baychester Avenue,10475.0
Bronx,Pizza/Italian,10.8,Louie & Ernie'S Pizza,41233904,1300,Crosby Avenue,10461.0
Brooklyn,American ,7.0,9Th Street Luncheonette,41233916,7,9 Street,11231.0
Manhattan,Italian,13.0,Max Restaurant,41234126,181,Duane Street,10013.0
Manhattan,French,12.666666666666666,Tree,41234254,190,1 Avenue,10009.0
Manhattan,American ,11.833333333333334,Malibu Diner,41234310,163,West 23 Street,10011.0
Queens,Indian,11.4,Talk Of The Town Restaurant,41234471,3721,72 Street,11372.0
Queens,"Latin (Cuban, Dominican, Puerto Rican, South & Central American)",13.4,La Escuelita Nueva Bar Lounge,41234608,7807,Roosevelt Avenue,11372.0
Manhattan,American ,12.0,Whitman And Bloom,41234610,384,3 Avenue,10016.0
Brooklyn,American ,13.25,Wow Bridge Cafe,41234740,168,Borinquen Place,11211.0
Manhattan,Japanese,12.2,Gyu-Kaku,41234821,34,Cooper Square,10003.0
Brooklyn,American ,12.8,Pillow,41234910,505,Myrtle Avenue,11205.0
Bronx,American ,7.4,Celtic House,41234927,4279,Katonah Avenue,10470.0
Manhattan,American ,17.285714285714285,Civic Deli,41234950,111,Worth Street,10013.0
Bronx,Italian,18.333333333333332,Giovanni'S Restaurant,41235027,579,Grand Concourse,10451.0
Manhattan,Salads,13.8,Just Salad,41235038,134,West   37 Street,10018.0
Queens,Bagels/Pretzels,9.25,Auntie Anne'S Pretzels,41235083,0,Laguardia Airport,11369.0
Queens,Bagels/Pretzels,4.75,Auntie Anne'S Pretzels,41235112,0,Laguardia Airport,11369.0
Queens,Bagels/Pretzels,11.4,Auntie Anne'S Pretzels,41235116,0,Lga,11371.0
Queens,Bagels/Pretzels,12.75,Auntie Anne'S Pretzels,41235119,0,Lga,11371.0
Queens,Bagels/Pretzels,7.666666666666667,Auntie Anne'S Pretzels,41235123,0,Laguardia Airport,11369.0
Brooklyn,American ,8.666666666666666,Jr & Son,41235134,575,Lorimer Street,11211.0
Manhattan,Italian,11.666666666666666,La Lanterna Di Vittorio,41235245,129,Macdougal Street,10012.0
Manhattan,Italian,6.2,Da Gennaro,41235305,129,Mulberry Street,10013.0
Manhattan,Pizza,10.75,Solo Pizza,41235437,27,Avenue B,10009.0
Manhattan,Italian,8.333333333333334,Nizza,41235443,628,9 Avenue,10036.0
Manhattan,Soul Food,14.0,Manna'S Soul Food,41235462,70,West  125 Street,10027.0
Bronx,Spanish,13.25,Sunlight Pizza Coffee Shop,41235476,506,Willis Avenue,10455.0
Bronx,"Latin (Cuban, Dominican, Puerto Rican, South & Central American)",13.333333333333334,Parrilla Latina,41235492,614,Melrose Avenue,10455.0
Queens,"Latin (Cuban, Dominican, Puerto Rican, South & Central American)",6.25,Favela,41235545,3318,28 Avenue,11103.0
Manhattan,Café/Coffee/Tea,6.5,Starbucks Coffee,41235592,1889,Broadway,10023.0
Brooklyn,Jewish/Kosher,8.75,Orchidea Restaurant & Catering,41235687,4815,12 Avenue,11219.0
Staten Island,American ,9.333333333333334,Staten Island Diner,41235694,1877,Victory Boulevard,10314.0
Bronx,Sandwiches,10.25,Subway,41235890,961,East  174 Street,10460.0
Manhattan,Hamburgers,13.0,Jimbos Hamburger,41235974,3869,10 Avenue,10034.0
Manhattan,American ,2.75,Blue Ribbon Bar,41236119,34,Downing Street,11238.0
Bronx,Bakery,14.833333333333334,La Salle Bakery,41236123,3139,East Tremont Avenue,10461.0
Brooklyn,Donuts,7.0,Dunkin' Donuts,41236257,906,Coney Island Avenue,11218.0
Brooklyn,Donuts,2.6,Dunkin Donuts,41236258,1422,Kings Highway,11229.0
Queens,Jewish/Kosher,23.166666666666668,Troyka/Da Mikelle Palace/Mikelle Corner/Sushi & Steak House,41236269,10255,Queens Boulevard,11375.0
Queens,American ,10.0,Pickles,41236296,236-05,Braddock Avenue,11426.0
Bronx,"Latin (Cuban, Dominican, Puerto Rican, South & Central American)",8.5,Tropical Bar Restaurant,41236310,64,East 183 Street,10453.0
Manhattan,Pizza,16.2,Pizza & Pita,41236336,344,East   34 Street,10016.0
Brooklyn,Donuts,5.25,Dunkin' Donuts,41236382,9243,4 Avenue,11209.0
Brooklyn,Jewish/Kosher,5.5,Dunkin Donuts/Baskin Robbins,41236388,1922,Flatbush Avenue,11210.0
Brooklyn,Donuts,6.5,Dunkin Donuts,41236401,6620,Avenue U,11234.0
Brooklyn,Donuts,8.75,Dunkin' Donuts,41236405,7111,3 Avenue,11209.0
Brooklyn,American ,6.0,Dunkin' Donuts,41236410,1691,East   16 Street,11229.0
Brooklyn,Donuts,8.5,Dunkin Donuts,41236413,1575,Flatbush Avenue,11210.0
Brooklyn,Donuts,6.75,Dunkin' Donuts,41236466,7519,5 Avenue,11209.0
Brooklyn,Donuts,9.0,Dunkin' Donuts,41236480,8513,18 Avenue,11214.0
Manhattan,Italian,8.0,Pietrasanta,41236497,683,9 Avenue,10036.0
Manhattan,Donuts,7.5,Dunkin  Donuts,41236501,381,Canal Street,10013.0
Manhattan,American ,8.0,Cafe Amrita,41236517,301,West  110 Street,10026.0
Queens,Bakery,12.75,International Bake Shop,41236537,719,Seneca Avenue,11385.0
Staten Island,Pizza/Italian,9.333333333333334,Benvenuti Pizzeria & Trattoria,41236562,15,Giffords Lane,10308.0
Manhattan,American ,8.4,Food In Motion,41236577,214,Sullivan Street,10012.0
Queens,Donuts,8.333333333333334,Dunkin' Donuts,41236580,10005,Queens Boulevard,11375.0
Manhattan,American ,10.75,Wharf Bar & Grill,41236623,587,3 Avenue,10016.0
Manhattan,Steak,10.8,Bobby Van'S Grill,41236763,135,West   50 Street,10020.0
Queens,Caribbean,10.5,Classic Cuisine,41236780,713,Beach   20 Street,11691.0
Brooklyn,Pizza,14.0,Neptune Pizza,41236893,3033,Coney Island Avenue,11235.0
Manhattan,Delicatessen,16.625,Zaro'S Bakery,41236951,920,Broadway,10010.0
Queens,Italian,15.8,Cafe Minto,41236988,163-28,Northern Boulevard,11358.0
Manhattan,American ,7.0,Telegraphe Cafe,41237074,107,West   18 Street,10011.0
Manhattan,Italian,11.25,Tre,41237165,173,Ludlow Street,10002.0
Brooklyn,Donuts,11.5,Dunkin Donuts,41237228,1358,Pennsylvania Avenue,11239.0
Queens,Delicatessen,9.666666666666666,J & Joe Deli & Grocery,41237250,82-39,164 Street,11432.0
Manhattan,Turkish,16.75,Seven Turkish Grill,41237280,158,West   72 Street,10023.0
Queens,Mexican,10.25,Mangos,41237293,78-14,Roosevelt Avenue,11372.0
Brooklyn,Pizza,4.666666666666667,Papa John'S,41237535,1701,Ralph Avenue,11236.0
Queens,"Ice Cream, Gelato, Yogurt, Ices",9.6,Cold Stone Creamery,41237575,80-28,Cooper Avenue,11385.0
Manhattan,Mexican,8.6,Cilantro,41237579,485,Columbus Avenue,10024.0
Queens,Korean,8.0,Cosmos Room Cafe,41237595,15814,Northern Boulevard,11358.0
Queens,Café/Coffee/Tea,19.5,Tuscany Cafe,41237648,0,Jfk Airport,11430.0
Manhattan,Jewish/Kosher,10.2,Pita Express,41237754,15,Ann Street,10038.0
Queens,"Latin (Cuban, Dominican, Puerto Rican, South & Central American)",12.166666666666666,Pupuseria El Comal,41237756,1486062,Hillside Avenue,11435.0
Staten Island,Chinese,11.75,New Win Hing Iii Chinese Restaurant,41237824,1282,Clove Road,10301.0
Manhattan,Italian,9.666666666666666,Cipriani 42Nd Street,41237861,110,East 42 Street,10017.0
Manhattan,Café/Coffee/Tea,4.25,Starbucks Coffee,41237926,1261,Lexington Avenue,10028.0
Manhattan,American ,7.333333333333333,Ropes & Gray Cafe,41238041,1211,Avenue Of The Americas,10036.0
Manhattan,American ,10.166666666666666,Johnny Foxes,41238071,1546,2 Avenue,10028.0
Brooklyn,Café/Coffee/Tea,7.75,Uro Cafe,41238082,277,Driggs Avenue,11222.0
Brooklyn,American ,12.75,Best Western Gregory Hotel,41238106,8315,4 Avenue,11209.0
Queens,Pizza,13.0,Pizza Classica,41238165,89-89,Union Turnpike,11375.0
Bronx,American ,16.0,Lincoln Towers Cafe,41238204,234,East 149 Street,10451.0
Manhattan,American ,14.333333333333334,Tower'S Cafe,41238209,506,Lenox Avenue,10037.0
Bronx,American ,11.0,Coffee Shop,41238222,3424,Kossuth Avenue,10467.0
Queens,Asian,16.6,New Malaysia Restaurant,41238372,13517,40 Road,11354.0
Brooklyn,Chinese,17.0,Kowloon Cafe,41238494,2365,86 Street,11214.0
Manhattan,Italian,9.2,Morandi,41238508,15,Charles Street,10014.0
Brooklyn,Café/Coffee/Tea,7.666666666666667,Starbucks Coffee,41238635,164,Smith Street,11201.0
Manhattan,Café/Coffee/Tea,4.25,Starbucks Coffee (Store#11650),41238639,518,Hudson Street,10014.0
Manhattan,Café/Coffee/Tea,6.25,Starbucks Coffee,41238641,405,Broadway,10013.0
Brooklyn,Caribbean,14.5,Goldenkrust Carribbean Bakery & Grill,41238707,1838,East New York Avenue,11207.0
Queens,Pizza,11.4,Papa Johns Pizza,41238740,31-16,Farrington Street,11354.0
Brooklyn,Hamburgers,6.6,Mcdonald'S,41238965,904,Manhattan Avenue,11222.0
Brooklyn,American ,7.6,Mcdonald'S,41238970,2410,Coney Island Ave,11223.0
Manhattan,Vegetarian,6.8,Maoz Vegetarian,41239167,38,Union Square East,10003.0
Manhattan,Thai,18.75,Pinto,41239197,118,Christopher Street,10014.0
Manhattan,Mediterranean,12.2,Bodrum,41239252,584,Amsterdam Avenue,10024.0
Manhattan,Chinese,26.125,East Market Restaurant,41239374,75,East Broadway,10002.0
Bronx,"Latin (Cuban, Dominican, Puerto Rican, South & Central American)",13.8,Willie'S Steak House,41239497,1832-34,Westchester Avenue,10472.0
Queens,Spanish,8.6,Cafe 2000 Corona,41239693,4008,Junction Boulevard,11368.0
Queens,American ,16.285714285714285,Laguardia Plaza Hotel/Pavillion Grill,41239724,10404,Ditmars Boulevard,11369.0
Queens,Bakery,9.666666666666666,Dubois Pastry,41239807,8408,Broadway,11373.0
Manhattan,American ,10.0,Slattery'S Midtown Pub,41239831,8,East   36 Street,10016.0
Brooklyn,Mexican,11.75,Cholula Deli Grocery,41239887,222,Wyckoff Avenue,11237.0
Manhattan,Sandwiches/Salads/Mixed Buffet,9.2,Lenny'S,41239934,66,West    9 Street,10011.0
Bronx,"Latin (Cuban, Dominican, Puerto Rican, South & Central American)",12.8,Angel'S Grill,41239953,720,East 187 Street,10458.0
Manhattan,Mexican,16.5,Don Panchito Restaurant,41240002,2102,Amsterdam Avenue,10032.0
Manhattan,Sandwiches,8.25,Pret A Manger,41240119,380,Lexington Avenue,10168.0
Manhattan,American ,15.0,Molly Pitchers Ale House,41240360,1641,2 Avenue,10028.0
Manhattan,Barbecue,8.2,Hill Country,41240424,30,West   26 Street,10010.0
Brooklyn,American ,17.2,Ceol,41240452,191,Smith Street,11201.0
Manhattan,American ,6.75,Hampton Inn,41240455,851,8 Avenue,10019.0
Queens,Chinese,20.166666666666668,China Garden Chinese Restaurant,41240513,80-45,Kew Gardens Road,11415.0
Staten Island,Italian,9.5,Enoteca Maria,41240553,27,Hyatt Street,10301.0
Manhattan,Vegetarian,8.2,Quintessence Restaurant,41240580,263,East   10 Street,10009.0
Staten Island,Sandwiches,8.75,Panera Bread,41240596,280,Marsh Avenue,10314.0
Manhattan,African,8.8,New Ivoire,41240624,76,East 119 Street,10035.0
Queens,Chinese,11.4,Canton Gourmet Restaurant,41240648,38-06,Prince Street,11354.0
Brooklyn,"Latin (Cuban, Dominican, Puerto Rican, South & Central American)",11.8,Christopher'S Palace,41240850,1258,Myrtle Avenue,11221.0
Manhattan,American ,9.833333333333334,200 Orchard Bar,41240997,200,Orchard Street,10002.0
Brooklyn,Chinese,6.666666666666667,234 China City,41241023,234,Kings Highway,11223.0
Queens,Caribbean,8.2,Jamaican Rose Cuisine,41241156,199-17,Murdock Avenue,11412.0
Manhattan,Caribbean,9.2,Rusty'S Flavor,41241234,2253,7 Avenue,10027.0
Brooklyn,Pizza,14.666666666666666,World Pie,41241252,404,Court Street,11231.0
Manhattan,Japanese,9.8,Momoya Amsterdam,41241261,427,Amsterdam Avenue,10024.0
Brooklyn,American ,12.2,Alchemy,41241298,56,5 Avenue,11217.0
Manhattan,Mediterranean,12.25,Peri Ela,41241377,1361,Lexington Avenue,10128.0
Manhattan,Chinese,13.666666666666666,Golden City Chinese Takeout,41241483,238,West  231 Street,10463.0
Manhattan,Jewish/Kosher,19.166666666666668,Olympic Pita,41241532,58,West 38 Street,10018.0
Bronx,American ,6.166666666666667,Mcdonald'S,41241627,1749,University Avenue,10453.0
Manhattan,Hamburgers,9.8,Mcdonald'S,41241630,2142,3 Avenue,10035.0
Manhattan,Hamburgers,12.2,Mcdonald'S,41241636,3410,Broadway,10031.0
Manhattan,Hamburgers,9.0,Mcdonalds,41241639,3549,Broadway,10031.0
Manhattan,"Latin (Cuban, Dominican, Puerto Rican, South & Central American)",15.333333333333334,El Nuevo Amanecer Restaurant,41241694,3666,Broadway,10031.0
Manhattan,Indian,11.666666666666666,Desi Deli Punjabi Dhaba,41241730,724,10 Avenue,10019.0
Manhattan,Thai,19.25,Thai Market,41241757,960,Amsterdam Avenue,10025.0
Brooklyn,Seafood,10.666666666666666,Nick'S Live Lobsters,41241802,2777,Flatbush Avenue,11234.0
Brooklyn,Chinese,7.666666666666667,King'S Wok,41241812,6179,Strickland Ave,11234.0
Queens,American ,10.75,The Cuckoo'S Nest,41242004,6104,Woodside Avenue,11377.0
Manhattan,Asian,9.666666666666666,Hakata,41242073,231,East   53 Street,10022.0
Manhattan,Italian,18.166666666666668,Zampa,41242103,306,West   13 Street,10014.0
Manhattan,Chinese,10.25,Jin Feng,41242146,2,Eldridge Street,10002.0
Manhattan,Irish,10.0,Gabby O'Haras,41242148,123,West   39 Street,10018.0
Manhattan,Mexican,13.0,Matilda,41242190,647,East 11 Street,10009.0
Manhattan,Japanese,11.0,Koito Japanese Restaurant,41242225,310,East 93 Street,10128.0
Brooklyn,Japanese,19.833333333333332,Hibino,41242232,333,Henry Street,11201.0
Manhattan,American ,9.666666666666666,Cosi,41242234,53,East    8 Street,10003.0
Manhattan,Caribbean,10.6,Golden Krust Caribbean Bakery & Grill,41242241,601,8 Avenue,10018.0
Manhattan,Japanese,23.571428571428573,East Japanese Restaurant,41242254,366,3 Avenue,10016.0
Manhattan,American ,20.4,Colgate Palmolive,41242270,300,Park Avenue,10022.0
Manhattan,"Latin (Cuban, Dominican, Puerto Rican, South & Central American)",8.8,Tropical Grill & Restaurant,41242281,21452151,Adam Clayton Powell,10027.0
Brooklyn,Café/Coffee/Tea,11.4,Common Grounds  Coffee House,41242285,376,Tompkins Avenue,11216.0
Manhattan,French,15.2,Ouest,41242376,2315,Broadway,10024.0
Brooklyn,American ,8.75,Beach Bar,41242462,2722,Gerritsen Ave,11229.0
Manhattan,Spanish,10.166666666666666,Maracas Steakhouse,41242602,143,Sherman Avenue,10034.0
Queens,Pizza,10.6,Michael & Sons Italian Food & Pizza,41242701,19213,47 Avenue,11358.0
Bronx,"Latin (Cuban, Dominican, Puerto Rican, South & Central American)",11.5,El Aguila Bar Restaurant,41242716,1404,Ogden Avenue,10452.0
Brooklyn,American ,18.25,940 Flushing Lounge/Arancini Bros,41242731,940,Flushing Avenue,11206.0
Bronx,Pizza,12.8,Cross Bronx Pizzeria,41242907,1105,Castle Hill Ave,10472.0
Manhattan,Irish,11.285714285714286,Pig 'N' Whistle,41242943,58,West 48 Street,10036.0
Brooklyn,Chinese,5.6,York Chan Restaurant,41242968,744,New Lots Ave,11207.0
Manhattan,American ,9.5,Hundred Acres,41243023,38,Macdougal Street,10012.0
Bronx,Chinese,10.5,Golden Phoenix,41243055,5646,Riverdale Avenue,10471.0
Manhattan,Delicatessen,17.2,Shangri-La Deli,41243386,228,Fort Washington Avenue,10032.0
Manhattan,Donuts,10.5,"Dunkin' Donuts, Baskin Robbins",41243427,240,West   40 Street,10018.0
Queens,Korean,13.6,Debasaki,41243466,3367,Farrington Street,11354.0
Manhattan,Eastern European,11.4,Klimat,41243472,77,East    7 Street,10003.0
Brooklyn,Café/Coffee/Tea,8.666666666666666,Simple Cafe,41243506,346,Bedford Avenue,11249.0
Manhattan,Chinese,18.8,Empire Corner Ii,41243535,1415,5 Avenue,10029.0
Bronx,Delicatessen,10.0,Little Michaels Deli And Sald Bar,41243543,12,East Gun Hill Road,10467.0
Brooklyn,American ,12.333333333333334,Cafe Colette,41243544,79,Berry Street,11249.0
Queens,Irish,6.4,Monahan & Fitzgerald,41243693,21417,41 Avenue,11361.0
Manhattan,American ,9.0,Caedmon School Winstead Caterers,41243754,416,East   80 Street,10075.0
Manhattan,American ,17.166666666666668,Landmarc,41243824,10,Columbus Circle,10019.0
Queens,Caribbean,11.166666666666666,Anil'S Roti Shop,41243875,12501,Liberty Avenue,11419.0
Queens,Caribbean,8.333333333333334,Singh'S Roti Shop & Bar,41243880,13118,Liberty Avenue,11419.0
Queens,Pizza,11.75,Papa John'S,41244007,147-20,Rockaway Boulevard,11436.0
Manhattan,American ,12.2,The Stonewall Inn,41244008,53,Christopher Street,10014.0
Bronx,Mexican,13.0,Estrellita Poblana # 1,41244032,22272231,Westchester Avenue,10462.0
Queens,Bagels/Pretzels,9.25,Glendale Bagels,41244056,6935,Myrtle Avenue,11385.0
Brooklyn,Pizza,8.0,Broadway Pizza,41244057,1142,Broadway,11221.0
Manhattan,Chicken,7.25,Popeyes Chicken & Biscuits,41244267,2300,7 Avenue,10030.0
Manhattan,American ,10.0,Coco Moka Cafe,41244358,2,Penn Plaza,10121.0
Queens,Peruvian,17.2,La Union Restaurant,41244379,91-18,Corona Avenue,11373.0
Queens,American ,14.5,New York Grill Restaurant,41244429,65-16,Myrtle Avenue,11385.0
Brooklyn,Jewish/Kosher,16.0,Schnitzi Bar,41244494,1299,Coney Island Ave,11230.0
Queens,"Latin (Cuban, Dominican, Puerto Rican, South & Central American)",12.2,Ralphs'S Coffee Shop & Diner,41244516,2123,Mott Avenue,11691.0
Manhattan,American ,9.4,Groove,41244923,125,Macdougal Street,10012.0
Manhattan,American ,8.0,Mckinsey & Company Cafeteria,41244947,55,East   52 Street,10022.0
Brooklyn,French,7.333333333333333,Petit Crevette,41245387,144,Union Street,11231.0
Queens,Caribbean,12.6,Lynx Restaurant,41245389,106-36,Sutphin Boulevard,11435.0
Queens,Chicken,6.666666666666667,Popeyes Chicken & Biscuits,41245401,92-20,Jamaica Avenue,11421.0
Brooklyn,"Latin (Cuban, Dominican, Puerto Rican, South & Central American)",10.5,El Viejo Yayo Rest Ii,41245444,317,9 Street,11215.0
Queens,"Latin (Cuban, Dominican, Puerto Rican, South & Central American)",10.0,Pio Pio Riko,41245450,153-37,Hillside Avenue,11432.0
Manhattan,Middle Eastern,9.25,Babel,41245474,131,Avenue C,10009.0
Brooklyn,Chinese,12.666666666666666,Fu Sing Restaurant,41245488,1554,Ralph Avenue,11236.0
Manhattan,Pizza,7.6,Gotham Pizza,41245491,1443,York Avenue,10075.0
Manhattan,Donuts,11.5,Dunkin'  Donuts,41245496,2730,Frederick Douglass Boulevard,10039.0
Brooklyn,Tex-Mex,17.333333333333332,Tortillas King 86,41245519,2238,86 Street,11214.0
Manhattan,Sandwiches/Salads/Mixed Buffet,11.0,Lenny'S,41245535,1269,1 Avenue,10065.0
Manhattan,Italian,11.5,Aurora Soho,41245538,510,Broome Street,10013.0
Bronx,Caribbean,16.0,New Taste West Indian Restaurant,41245701,3973,Bronxwood Avenue,10466.0
Brooklyn,Barbecue,8.75,Fette Sau,41245711,354,Metropolitan Avenue,11211.0
Manhattan,Sandwiches,12.6,Wichcraft,41245735,11,East 20 Street,10003.0
Manhattan,Thai,14.0,Lime Leaf,41245736,128,West 72 Street,10023.0
Brooklyn,Pizza,13.75,Evilolive Pizza Bar,41245794,198,Union Avenue,11211.0
Manhattan,American ,12.25,Top Of The Times,41245832,255,West   43 Street,10036.0
Manhattan,American ,7.5,Flex Mussels,41246004,174,East 82 Street,10028.0
Bronx,Chicken,14.833333333333334,Kennedy Fried Chicken,41246054,220,East 170 Street,10456.0
Brooklyn,Eastern European,6.0,Oak Wine Bar & Restaurant,41246144,361,Graham Avenue,11211.0
Bronx,Mexican,14.4,414 Latino Restaurant Sports Bar,41246253,414,East 138 Street,10454.0
Manhattan,Seafood,11.0,Ed'S Lobster Bar,41246255,222,Lafayette Street,10012.0
Queens,Hamburgers,6.0,Five Guys Burgers And Fries,41246298,132-01,14 Avenue,11356.0
Brooklyn,Jewish/Kosher,17.0,Avenue Cafe,41246308,419,Bedford Avenue,11211.0
Queens,Pizza,11.142857142857142,La Bella Mariella,41246322,6061,Fresh Pond Road,11378.0
Brooklyn,American ,18.142857142857142,Vikki Restaurant,41246370,592224,Avenue N,11234.0
Manhattan,American ,7.4,Local Shop,41246444,144,Sullivan Street,10012.0
Brooklyn,Pizza,12.75,Kingston Pizza,41246487,259,Kingston Avenue,11213.0
Brooklyn,Pizza,10.333333333333334,Original Mike'S Pizza,41246521,3337,Fulton Street,11208.0
Manhattan,American ,15.666666666666666,Organique,41246549,110,East 23 Street,10010.0
Bronx,Donuts,4.25,Dunkin' Donuts/Baskin Robbins,41246655,274,East  149 Street,10451.0
Manhattan,American ,10.2,Resto,41246747,111,East   29 Street,10016.0
Queens,Chinese,11.166666666666666,Woodside Kitchen,41246771,76-10,Woodside Avenue,11373.0
Manhattan,American ,12.0,P.J. Clarke'S,41246951,44,West 63 Street,10023.0
Brooklyn,Steak,8.0,Destefano'S Steakhouse,41246958,89,Conselyea St,11211.0
Brooklyn,Jewish/Kosher,10.8,Mermelstein Caterers,41247133,351,Kingston Avenue,11213.0
Brooklyn,Pizza,8.75,Luigi'S Pizza,41247143,4704,5 Avenue,11220.0
Queens,French,10.0,Cafe Triskell,41247152,33-04,36 Avenue,11106.0
Manhattan,Indian,22.75,Chennai Garden,41247170,127,East   28 Street,10016.0
Manhattan,American ,9.0,The Third Palm Tree,41247222,2145,Amsterdam Avenue,10032.0
Brooklyn,Indian,18.666666666666668,Bombay Masala,41247331,678,Franklin Avenue,11238.0
Queens,Spanish,13.25,Delicias Manabitas Restaurant,41247333,4205,35 Avenue,11101.0
Bronx,Pizza,10.166666666666666,My Place Family Pizza,41247493,240,East  198 Street,10458.0
Bronx,Sandwiches/Salads/Mixed Buffet,7.6,Au Bon Pain,41247535,1400,Pelham Parkway South,10461.0
Bronx,Sandwiches,7.666666666666667,Subway,41247539,38,West Kingsbridge Road,10468.0
Queens,Sandwiches/Salads/Mixed Buffet,9.6,Au Bon Pain,41247555,,Laguardia Airport,11369.0
Queens,Sandwiches/Salads/Mixed Buffet,3.25,Au Bon Pain,41247559,,Laguardia Airport,11369.0
Brooklyn,American ,11.2,The Place Bar & Lounge,41247560,269,Norman Avenue,11222.0
Manhattan,Thai,15.833333333333334,Chai Thai Kitchen,41247564,930,8 Avenue,10019.0
Queens,Sandwiches/Salads/Mixed Buffet,7.0,Au Bon Pain,41247570,,Laguardia Airport,11369.0
Queens,Sandwiches/Salads/Mixed Buffet,5.25,Au Bon Pain,41247576,,Laguardia Airport,11369.0
Queens,Sandwiches/Salads/Mixed Buffet,8.333333333333334,Au Bon Pain,41247587,,Laguardia Airport,11369.0
Manhattan,Delicatessen,12.285714285714286,Gardenia Grocery & Deli,41247611,404,8 Avenue,10001.0
Queens,"Latin (Cuban, Dominican, Puerto Rican, South & Central American)",16.6,Caridad Restaurant,41247789,10002,Northern Boulevard,11368.0
Manhattan,Sandwiches,7.4,Subway,41248228,1171,2 Avenue,10065.0
Manhattan,Sandwiches,10.6,Subway,41248230,1411,2 Avenue,10021.0
Manhattan,American ,15.714285714285714,Route 66 Cafe,41248529,858,9 Avenue,10019.0
Staten Island,Sandwiches,5.0,Subway,41248571,2655,Richmond Avenue,10314.0
Manhattan,Japanese,9.2,Benihana Of Tokyo,41248584,47,West   56 Street,10019.0
Manhattan,American ,9.0,New York Times Cafe,41248591,620,8 Avenue,10018.0
Manhattan,Continental,6.666666666666667,Mandarin Oriental Hotel,41248796,80,Columbus Circle,10023.0
Brooklyn,Thai,18.75,Cafe Chili,41248845,172,Court Street,11201.0
Manhattan,African,12.166666666666666,Baraka Buffet,41248866,2546,Frederick Douglass Boulevard,10030.0
Bronx,Chicken,7.6,Kennedy Fried Chicken,41249034,707,Lydig Avenue,10462.0
Brooklyn,Bakery,8.8,Imperial Bakery,41249037,1047,Liberty Avenue,11208.0
Queens,"Juice, Smoothies, Fruit Salads",8.2,Nysc/Mix Stirs,41249054,80-00,Cooper Avenue,11385.0
Manhattan,Japanese,11.25,B Flat,41249082,277,Church Street,10013.0
Manhattan,American ,8.25,Uncle Charlie,41249167,139,East 45 Street,10017.0
Manhattan,Japanese,9.75,Charlie'S Place,41249184,1960,Madison Avenue,10035.0
Brooklyn,Café/Coffee/Tea,6.5,Starbucks Coffee,41249343,6,Metro Tech,11201.0
Manhattan,Café/Coffee/Tea,9.25,Starbucks Coffee,41249345,425,Madison Avenue,10017.0
Manhattan,Café/Coffee/Tea,8.25,Roasting Plant,41249363,81,Orchard Street,10002.0
Manhattan,Café/Coffee/Tea,9.25,The Grey Dog'S Coffee,41249394,90,University Place,10003.0
Staten Island,American ,14.6,Rollerjam Usa,41249417,236,Richmond Valley Road,10309.0
Manhattan,American ,9.8,Inside Park At St. Bart'S,41249550,109,East   50 Street,10022.0
Bronx,Mexican,10.333333333333334,D'Angelo'S Pizza And Pancho'S Mexican Restaurant,41249587,1160,Pugsley Avenue,10472.0
Bronx,American ,11.714285714285714,Georges Family Restaurant,41249600,3000,Buhre Avenue,10461.0
Manhattan,Japanese,11.2,Tomi Jazz,41249648,239,East   53 Street,10022.0
Queens,Pizza/Italian,21.8,Sbarro/Greenwich Village Bistro,41249652,0,Jfk Intl Airport,11422.0
Queens,Japanese,12.6,New Toyo Japanese Restaurant,41249655,73-06,Metropolitan Avenue,11379.0
Queens,American ,6.0,Idlewild Wine Bar,41249656,0,Jfk International Airport,11430.0
Brooklyn,Chinese,12.0,New Great Taste Restaurant,41249790,249,Ralph Avenue,11233.0
Manhattan,Chinese,20.0,Yung Sun Seafood Restaurant,41250025,47,East Broadway,10002.0
Queens,Chinese,11.6,New Peter'S Kitchen,41250031,14909,Union Turnpike,11367.0
Queens,Chinese,9.6,Empire Garden,41250083,61-17,Springfield Boulevard,11364.0
Brooklyn,Middle Eastern,9.0,Huka Tel Aviv Cafe,41250217,1911,Coney Island Avenue,11230.0
